Release, File, Size, LocTouched, LocAdded, MaxLocAdded, AvgLocAdded, Nauth, Nfix, Nr, ChgSetSize, Buggy
1,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,452,240,187,113,0,[Douglass Cutting, Thiruvalluvan M. G],0,14,119,No
1,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,75,21,11,3,0,[Douglass Cutting, Thiruvalluvan M. G],0,6,94,No
1,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,530,266,217,166,0,[Douglass Cutting, Thiruvalluvan M. G],0,10,105,No
1,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,118,20,9,4,0,[Douglass Cutting, Thiruvalluvan M. G],0,5,101,No
1,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,23,0,0,0,0,[Douglass Cutting],0,1,50,No
1,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,69,0,0,0,0,[Douglass Cutting],0,1,50,No
1,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,88,32,23,18,0,[Douglass Cutting],0,3,84,No
1,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,62,5,3,2,0,[Douglass Cutting],0,3,75,No
1,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,68,3,2,2,0,[Douglass Cutting],0,2,54,No
1,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,55,29,21,21,0,[Douglass Cutting],0,2,71,No
1,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,94,34,17,7,0,[Douglass Cutting, Doug Cutting],0,4,74,No
1,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,35,0,0,0,0,[Douglass Cutting],0,1,50,No
1,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,171,90,64,41,0,[Douglass Cutting],0,5,97,No
1,lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java,55,10,6,6,0,[Douglass Cutting],0,2,56,No
1,lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,365,342,152,102,0,[Douglass Cutting, Thiruvalluvan M. G, Doug Cutting],1,11,90,Si
1,lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,59,2,1,1,0,[Douglass Cutting],0,1,4,No
1,lang/java/src/java/org/apache/avro/tool/Main.java,85,31,26,16,0,[Douglass Cutting, Philip Zeyliger, Doug Cutting],0,6,42,No
1,lang/java/src/java/org/apache/avro/tool/Tool.java,32,2,1,1,0,[Douglass Cutting],0,1,4,No
1,lang/java/src/test/java/org/apache/avro/ipc/stats/TestStatsPluginAndServlet.java,202,232,135,57,0,[Douglass Cutting, Philip Zeyliger],0,5,33,No
1,lang/java/src/test/java/org/apache/avro/TestSchema.java,752,433,384,90,0,[Douglass Cutting, Philip Zeyliger, Thiruvalluvan M. G, Doug Cutting],1,18,118,Si
1,lang/java/src/test/java/org/apache/avro/TestDataFile.java,258,130,101,55,0,[Douglass Cutting, Philip Zeyliger, Thiruvalluvan M. G, Doug Cutting],0,8,48,No
1,lang/java/src/test/java/org/apache/avro/io/Perf.java,636,1213,934,220,0,[Douglass Cutting, Thiruvalluvan M. G],0,11,76,No
1,lang/java/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,177,159,116,32,0,[Douglass Cutting, Thiruvalluvan M. G],0,7,28,No
1,lang/java/src/test/java/org/apache/avro/genavro/TestGenAvro.java,130,2,1,1,0,[Thiruvalluvan M. G],0,1,3,No
1,lang/java/src/test/java/org/apache/avro/tool/TestDataFileTools.java,202,62,50,21,0,[Thiruvalluvan M. G, Philip Zeyliger],0,5,27,No
1,lang/java/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,48,7,4,3,0,[Thiruvalluvan M. G, Douglass Cutting],0,2,4,No
1,lang/java/src/test/java/org/apache/avro/tool/TestRpcReceiveAndSendTools.java,42,30,15,12,0,[Thiruvalluvan M. G, Douglass Cutting],0,2,6,No
1,lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,58,3,1,1,0,[Philip Zeyliger],0,1,2,No
1,lang/java/src/test/java/org/apache/avro/tool/TestMain.java,19,35,35,35,0,[Philip Zeyliger],0,1,2,No
1,lang/java/src/test/java/org/apache/avro/generic/TestGenericData.java,128,118,113,40,0,[Douglass Cutting, Thiruvalluvan M. G, Scott Carey, Doug Cutting],0,7,35,No
1,lang/java/src/java/org/apache/avro/file/Codec.java,17,80,65,39,0,[Philip Zeyliger, Douglass Cutting],0,4,48,No
1,lang/java/src/java/org/apache/avro/file/CodecFactory.java,59,76,76,70,0,[Philip Zeyliger, Douglass Cutting],0,2,18,No
1,lang/java/src/java/org/apache/avro/file/DeflateCodec.java,120,319,232,104,0,[Philip Zeyliger, Douglass Cutting],0,6,56,No
1,lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,68,85,85,85,0,[Philip Zeyliger],0,1,11,No
